Value,Date,Sub-Sector,Super Region,Sub-Sector Level 2,Sub-Sector Level 3,Time Level,Unit,Source,Sub-Sector Level 4
194.42,2002-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
168.27,1990-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
123.41,2016-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
76.34,2021-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
153.56,1994-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
178,1998-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
115.45,2017-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
134.03,2015-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
122.85,2013-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
176.29,2009-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
95.4,2019-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
157,1999-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
181.95,1996-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
169.96,2000-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
150.98,2009-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
50.24,2021-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
128.52,2016-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
198.74,2001-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
118.31,2014-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
101.77,2017-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
165.84,1997-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
130.28,2013-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
163.13,1999-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
152.16,1993-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
178.26,2008-02-29,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
173.8,2006-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
147.54,1992-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
69.03,2020-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
176.18,2010-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
186.55,2005-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
196.48,2002-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
165.72,1998-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
94.94,2018-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
158.77,1995-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
74.01,2022-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
127.03,2012-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
164.75,1991-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
172.31,1994-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
152.63,1993-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
174.8,1999-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
96.4,2017-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
194.37,1998-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
84.26,2020-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
140.99,2013-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
184.97,1997-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
152.55,1990-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
111.48,2018-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
152.1,2014-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
107.18,2012-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
91.42,2019-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
81.48,2021-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
168.83,2006-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
83.14,2016-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
148.15,2011-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
194.66,2001-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
157.4,2005-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
183.76,2000-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
155.65,1990-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
176.47,2003-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
160.11,2008-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
147.86,1992-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
179.74,1995-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
94.54,2022-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
124.66,2017-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
82.16,2022-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
135.66,2011-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
118.12,2015-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
146.68,2009-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
154.9,2010-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
163.49,2003-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
177.53,2002-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
102.56,2016-02-29,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
180.59,1996-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
188.35,1995-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
159.12,2007-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
150.32,1991-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
172.79,2008-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
126.41,2018-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
174.14,2004-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
145.15,2014-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
146.6,1991-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
189.02,1997-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
152.78,1992-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
106.08,2019-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
137.15,2014-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
114.86,2015-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
109.04,2016-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
125.37,2019-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
191.5,2000-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
153.99,2011-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
152.04,1997-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
172.5,2003-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
175.84,1994-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
182.26,2006-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
163.66,2013-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
156.71,1999-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
158.28,1995-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
186.27,2007-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
201.5,2005-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
64.87,2022-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
176.58,1993-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
138.27,2010-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
168.27,1996-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
148.42,1992-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
166.01,2014-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
168.06,2004-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
166.18,2008-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
140.46,1990-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
97.37,2020-02-29,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
164.34,2002-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
118.29,2012-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
117.27,2020-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
99.39,2019-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
159.32,1994-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,CARBON DIOXIDE EMISSIONS FROM COAL,MONTHLY,MILLION METRIC TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
